id,name,price,comment_count,img,href,shop
6949475,小米MIX2S 全面屏游戏,2699.00,18万+,//img10.360buyimg.com/n7/jfs/t19702/54/1073670661/187306/da89b445/5ab9e7a8Nbc37a260.jpg,https://item.jd.com/6735790.html,小米京东自营旗舰店
5089273,Apple iPhone 8 Plus (A1864) 64GB 深空灰色 移动联通电信4G,5599.00,153万+,//img10.360buyimg.com/n7/jfs/t8107/37/1359438185/72159/a6129e26/59b857f8N977f476c.jpg,https://item.jd.com/5089275.html,京东Apple产品专营店
7283905,小米6X 全网通 4GB+64GB 曜石黑 移动联通电信4G,1299.00,64万+,//img10.360buyimg.com/n7/jfs/t18772/89/1863054684/170815/d28ecae1/5adca3deN76bb61cb.jpg,https://item.jd.com/7283905.html?jd_pop=ba814bd0-45fc-427f-8350-a2500d1fb052&abt=0,
7479912,荣耀Play 全网通版 6GB+64GB 幻夜黑 移动联通电信4G全面屏游戏,1999.00,36万+,//img11.360buyimg.com/n7/jfs/t20638/302/805235103/272149/fdafea5c/5b17a2ceN24d043fc.jpg,https://item.jd.com/7694071.html,荣耀京东自营旗舰店
8638898,360,1398.00,7.6万+,//img13.360buyimg.com/n7/jfs/t24649/320/757379753/205734/6b7afbaf/5b7baabaNa301c5b2.jpg,https://item.jd.com/8638898.html,360手机京东自营旗舰店
8033419,小米 红米6 Pro AI美颜双摄 4GB+32GB 曜石黑 全网通4G,899.00,37万+,//img11.360buyimg.com/n7/jfs/t20212/346/2286611589/200381/b60dd7b9/5b4ee328Ne725d6fc.jpg,https://item.jd.com/7651931.html,小米京东自营旗舰店
7437784,小米 红米6A AI美颜 3GB+32GB 流沙金 全网通4G,669.00,53万+,//img13.360buyimg.com/n7/jfs/t22099/97/2250481418/237159/c4a1502d/5b4edfdcN5a7d6faf.jpg,https://item.jd.com/8264403.html,小米京东自营旗舰店
100000820311,华为 HUAWEI Mate 20 X 麒麟980芯片全面屏超微距影像超大广角徕卡三摄6GB+128GB宝石蓝全网通版双4G游戏,4999.00,2.5万+,//img14.360buyimg.com/n7/jfs/t25792/215/1911566869/331199/4e1aa140/5bbf1d23N3a4d87c5.jpg,https://item.jd.com/100000982034.html,华为京东自营官方旗舰店
5826236,华为 HUAWEI Mate 10 Pro 全面屏徕卡双摄游戏,3399.00,24万+,//img11.360buyimg.com/n7/jfs/t11842/84/1487232189/155164/77795126/5a014fcbNcf3de190.jpg,https://item.jd.com/5706771.html,华为京东自营官方旗舰店
31545088844,Apple 苹果 iPhone XR ,6368.00,8900+,//img14.360buyimg.com/n7/jfs/t1/3456/22/3748/75219/5b9a10c2Efb64bee3/c23aa7d4c44c81ca.jpg,https://item.jd.com/31545088844.html,佳沪手机旗舰店
6999009,华为畅享8 Plus 高清四摄大电池 4G+64G 金色 全网通版 移动联通电信4G,1499.00,19万+,//img14.360buyimg.com/n7/jfs/t16117/323/2559997448/255437/8dae471a/5ab8dca1Na927adf6.jpg,https://item.jd.com/6999009.html,华为京东自营官方旗舰店
7299782,诺基亚 NOKIA X6 6GB+64GB 星空黑 全网通 双卡双待 移动联通电信4G,1599.00,17万+,//img12.360buyimg.com/n7/jfs/t19759/338/2338072914/190731/65ba22/5af0647bNca23c27c.jpg,https://item.jd.com/7299782.html,诺基亚手机京东自营旗舰店
100000773875,Z36GB+64GB极光蓝性能实力派全面屏游戏,1798.00,10万+,//img14.360buyimg.com/n7/jfs/t27616/251/1425719819/224805/20c2401e/5bc831fdN61f8d9d2.jpg,https://item.jd.com/100000773889.html?jd_pop=1bfa59c7-08c3-4114-8a89-73358d70d18e&abt=0,
5295423,荣耀 畅玩7X 4GB+32GB 全网通4G全面屏,999.00,118万+,//img12.360buyimg.com/n7/jfs/t10315/227/1754541026/256693/980afae7/59e5bdf4Nb6b9904a.jpg,https://item.jd.com/5663902.html,荣耀京东自营旗舰店
7123633,荣耀畅玩7A 全面屏,699.00,39万+,//img11.360buyimg.com/n7/jfs/t18010/178/1266475805/124462/64f61c52/5ac1f20cN7196beba.jpg,https://item.jd.com/6940276.html,荣耀京东自营旗舰店
5424574,三星 Galaxy Note8（SM-N9500）6GB+128GB 芭比粉 移动联通电信4G,4499.00,3.6万+,//img14.360buyimg.com/n7/jfs/t22099/290/1189175735/102379/b1d7f421/5b21da4fNfd3641d9.jpg,https://item.jd.com/5438529.html,三星手机京东自营官方旗舰店
7643003,vivo Z1极光特别版 新一代全面屏AI双摄,1298.00,42万+,//img11.360buyimg.com/n7/jfs/t1/2533/19/5800/382950/5ba0b1b7Eb550a26e/934ebb6f3f60e2e6.jpg,https://item.jd.com/7920226.html?jd_pop=a0f3c332-3c32-464a-ae92-1c902387dbdd&abt=0,
8024543,OPPO Find X曲面全景屏 波尔多红 8GB+128GB 全网通 移动联通电信全网通4G 双卡双待,4999.00,5.5万+,//img13.360buyimg.com/n7/jfs/t23167/95/285071867/94556/c98fa4f6/5b2b6212N106d8382.jpg,https://item.jd.com/8024543.html,OPPO京东自营官方旗舰店
100000400014,小米8屏幕指纹版 8GB+128GB 透明版 全网通4G 双卡双待 全面屏拍照游戏智能,3599.00,3.6万+,//img12.360buyimg.com/n7/jfs/t1/5212/17/6131/296533/5ba1ee39E18d4f475/3ec982e47f5256f1.jpg,https://item.jd.com/100000400012.html,小米京东自营旗舰店
3133841,Apple iPhone 7 Plus (A1661) 128G 黑色 移动联通电信4G,5399.00,86万+,//img12.360buyimg.com/n7/jfs/t3034/299/2060854617/119711/577e85cb/57d11b6cN1fd1194d.jpg,https://item.jd.com/3133857.html,京东Apple产品专营店
3133811,Apple iPhone 7 (A1660) 32G 玫瑰金色 移动联通电信4G,3399.00,85万+,//img13.360buyimg.com/n7/jfs/t3301/16/1615084619/137077/bc52150e/57d0c513Nd51ff9a3.jpg,https://item.jd.com/3133813.html,京东Apple产品专营店
5963066,华为 HUAWEI nova 2S 全面屏四摄 4GB +64GB 曜石黑 移动联通电信4G,1599.00,26万+,//img11.360buyimg.com/n7/jfs/t22390/274/1879002378/94137/b538aed3/5b3c2de1N926e8968.jpg,https://item.jd.com/5963066.html,华为京东自营官方旗舰店
3889169,飞利浦（PHILIPS） E106 石墨黑 环保材质 防尘防滑 直板按键 移动联通2G 双卡双待 老人,99.00,42万+,//img14.360buyimg.com/n7/jfs/t28663/292/589388489/216678/69e10883/5bf7d18bNe7d0201b.jpg,https://item.jd.com/3889169.html,飞利浦手机京东自营旗舰店
8790521,锤子（smartisan ) 坚果 Pro 2S 6G+64GB 炫光红 全面屏双摄 全网通4G,1698.00,11万+,//img13.360buyimg.com/n7/jfs/t22921/120/2385170149/233112/2ade64f5/5b7d77ffN9b878622.jpg,https://item.jd.com/8790543.html,锤子科技京东自营旗舰店
7437788,小米8 全面屏游戏智能,2499.00,82万+,//img13.360buyimg.com/n7/jfs/t19912/33/927199229/297549/8c269ff0/5b0fca0fN8d5600df.jpg,https://item.jd.com/7437788.html?jd_pop=c117c38a-e61d-43a2-8359-31c24625d962&abt=0,
7428766,vivo NEX 零界全面屏AI双摄游戏,4298.00,10万+,//img11.360buyimg.com/n7/jfs/t20296/337/1386766828/471153/ebea3b2/5b277799N8b2b2499.jpg,https://item.jd.com/7428766.html,vivo京东自营官方旗舰店
7651951,小米Max3 大屏游戏智能,1899.00,9万+,//img11.360buyimg.com/n7/jfs/t23878/276/1124936525/98611/21ef4c32/5b503be1Nc9134fc8.jpg,https://item.jd.com/8457421.html,小米京东自营旗舰店
32082979222,OPPO 【6期免息】R17 幻色渐变机身屏下指纹,2999.00,9700+,//img12.360buyimg.com/n7/jfs/t27838/275/74532954/215051/d226d2e0/5b83f131N27d45d50.jpg,https://item.jd.com/32082979222.html,OPPO官方直营旗舰店
8717360,飞利浦 PHILIPS E258S 宝石蓝 直板按键 移动/联通2G 老人,178.00,3.8万+,//img10.360buyimg.com/n7/jfs/t1/6082/37/6871/308394/5be17bc2E5d949cd5/db8b350a9e01a7c2.jpg,https://item.jd.com/8717360.html,
7534113,vivo Y83 刘海全面屏 4GB+32GB 极夜黑 移动联通电信4G,999.00,4.4万+,//img12.360buyimg.com/n7/jfs/t22861/8/2449951226/155000/42b9bdd5/5b7fd79cN2223f4a5.jpg,https://item.jd.com/100000117057.html,vivo京东自营官方旗舰店
2321948,诺基亚（NOKIA）新105 黑色 直板按键 移动联通2G,149.00,51万+,//img14.360buyimg.com/n7/jfs/t7183/165/1486289850/149007/7ed24019/598bd77eNa366c08c.jpg,https://item.jd.com/4720749.html,诺基亚手机京东自营旗舰店
100000238278,魅族 V8 全面屏,699.00,1.2万+,//img13.360buyimg.com/n7/jfs/t1/4432/28/6579/305554/5ba31d78E431e8cd8/c12001745eb6a119.jpg,https://item.jd.com/100000238278.html,魅族京东自营旗舰店
8184522,飞利浦（PHILIPS） E163K 陨石黑 移动联通2G直板按键老人,139.00,14万+,//img12.360buyimg.com/n7/jfs/t30823/100/583220367/227433/bffa6113/5bf7d0aaNb6cf1b28.jpg,https://item.jd.com/8184522.html,飞利浦手机京东自营旗舰店
34250730122,vivo 【直降100】Z3 高通骁龙处理器 水滴全面屏 骁龙710/670 双摄拍照 游戏,1798.00,1.4万+,//img11.360buyimg.com/n7/jfs/t28105/256/903173869/170394/a1dadef5/5c015b9bNa55a134d.jpg,https://item.jd.com/34250730126.html,vivo官方旗舰店
29199143054,小米（MI） 红米6A 智能老人,514.00,4.1万+,//img14.360buyimg.com/n7/jfs/t20779/140/1141975856/240161/fa249e26/5b20c1e2N3641fa5f.jpg,https://item.jd.com/29199143054.html,佳沪手机旗舰店
8058010,荣耀Note10 全网通6G+64G 幻夜黑 移动联通电信4G全面屏,2699.00,8.7万+,//img10.360buyimg.com/n7/jfs/t20140/279/2633113298/113707/57d9da77/5b6018c5N6f80495e.jpg,https://item.jd.com/8058010.html?jd_pop=e6a98107-7e44-4047-9b0b-450b9f59afe1&abt=0,
8261721,OPPO A5 全面屏拍照,1499.00,7.4万+,//img11.360buyimg.com/n7/jfs/t21835/276/1962902576/82126/4e7a2eca/5b41ed07Nce2cfe60.jpg,https://item.jd.com/8261721.html,OPPO京东自营官方旗舰店
5934357,飞利浦（PHILIPS）E133X 陨石黑 电信CDMA 老人,238.00,4.1万+,//img12.360buyimg.com/n7/jfs/t21691/111/2660428766/375765/f6f67ff7/5b611847N366cdee8.png,https://item.jd.com/5934357.html,
5284273,华为 HUAWEI Mate 10 6GB+128GB 香槟金 移动联通电信4G,3399.00,31万+,//img13.360buyimg.com/n7/jfs/t10414/363/1280355182/335902/18c2b152/59ded64fNfdb4e9da.jpg,https://item.jd.com/5284203.html,华为京东自营官方旗舰店
33533396590,OPPO K1 首款千元屏下指纹解锁,1599.00,6500+,//img10.360buyimg.com/n7/jfs/t25735/15/1851655192/399672/62014611/5bbd6c73N0e24c469.jpg,https://item.jd.com/33533396590.html?jd_pop=5bf7261b-2938-49ab-ae8b-f21fe1494722&abt=0,
11378358411,Apple 苹果6  iPhone6,2377.00,2.2万+,//img11.360buyimg.com/n7/jfs/t3916/268/2480035790/288161/e9b84529/58aa5e70Nb419eb24.jpg,https://item.jd.com/11378358411.html,明日手机专营店
34182462559,OPPO 【3期免息】K1 首款屏下指纹水滴屏,1599.00,2.2万+,//img14.360buyimg.com/n7/jfs/t25468/90/1862724202/251453/18c13d7/5bbead1dN46606f08.jpg,https://item.jd.com/34182462559.html,OPPO官方直营旗舰店
7225861,魅族 M15 全面屏,1198.00,3万+,//img11.360buyimg.com/n7/jfs/t17386/250/1938377888/207915/b4cd10b5/5adc768fN0ea07b8f.jpg,https://item.jd.com/7225861.html,魅族京东自营旗舰店
100000047414,努比亚 nubia Z18 全面屏3.0 极夜黑 6GB+64GB 全网通 移动联通电信4G,2799.00,8400+,//img12.360buyimg.com/n7/jfs/t25279/200/1208644542/93984/ebe58af/5b8e846eN6328887c.jpg,https://item.jd.com/100000047372.html,努比亚京东自营旗舰店
100000322417,飞利浦 PHILIPS E256S 陨石黑 双屏翻盖 大屏大字 长待机 移动联通2G 双卡双待 老人,299.00,1.1万+,//img12.360buyimg.com/n7/jfs/t1/3112/1/4156/169324/5b9b69f7E5a039092/19d347c34c37a5ed.jpg,https://item.jd.com/100000322417.html,
8535863,魅族 16th 全面屏游戏,2698.00,8.1万+,//img13.360buyimg.com/n7/jfs/t23086/64/1842595555/326783/b2d00c8f/5b6a8f8fN0505a6c1.png,https://item.jd.com/8535863.html,魅族京东自营旗舰店
6035608,纽曼（Newman）V1 黑色 移动联通2G 直板按键 双卡双待 老人,69.00,3.6万+,//img13.360buyimg.com/n7/jfs/t29815/265/742624649/68484/b5efaf27/5bfd18a9N47a28b48.jpg,https://item.jd.com/6035608.html,纽曼京东自营官方旗舰店
11605719685,Apple 苹果  iPhone8 Plus ,5588.00,3.5万+,//img11.360buyimg.com/n7/jfs/t9880/177/333364654/245675/56d9062a/59cc88c9Ncdc29e48.jpg,https://item.jd.com/16580586466.html,佳沪手机旗舰店
100001464948,vivo X23全息幻彩版 6GB+128GB 北极晨曦 水滴屏全面屏 游戏,2798.00,1.2万+,//img14.360buyimg.com/n7/jfs/t30778/122/259907197/194717/890a8c8e/5bed356cN07a6b2d8.jpg,https://item.jd.com/100001906474.html?jd_pop=8e09355d-a262-46db-b8eb-defc2db5a49f&abt=0,
100000993102,魅族 Note8 全面屏,1298.00,1万+,//img12.360buyimg.com/n7/jfs/t1/2481/15/12216/274259/5bd1af8bE2de8c15f/c56a6788061f4d46.jpg,https://item.jd.com/100000993102.html,魅族京东自营旗舰店
100001247225,联想Z5 Pro 6GB+128GB 陶瓷黑 滑盖全面屏 2400万AI四摄 光电屏下指纹 全网通4G,,1400+,//img10.360buyimg.com/n7/jfs/t1/5904/7/14086/149473/5bda57fdE110c9096/0552e63db68dc84e.jpg,https://item.jd.com/100001686260.html,联想手机京东自营官方旗舰店
19657396148,天语（K-Touch） X11 ,478.00,4900+,//img13.360buyimg.com/n7/jfs/t1/1942/11/1566/274718/5b949479Ed4469592/b99d60b8a051a5ce.jpg,https://item.jd.com/19657396148.html?jd_pop=90437cdf-5f71-4475-9751-70dd70e53e2d&abt=0,
28751842981,华为（HUAWEI） 荣耀Play,2399.00,1.2万+,//img11.360buyimg.com/n7/jfs/t1/2066/29/11643/417926/5bd01e90E38456795/44e8b7c92e33d359.png,https://item.jd.com/28751842981.html,疆界互联旗舰店
5464295,中兴 ZTE Blade A3 曜石黑 3G+32G 国民长续航 双摄大内存 双卡双待全网通4G,549.00,5.2万+,//img10.360buyimg.com/n7/jfs/t7333/363/3799147439/121987/c4815b23/59f6bbadN6c3781fe.jpg,https://item.jd.com/5464295.html,中兴手机京东自营官方旗舰店
13302512328,华为（HUAWEI） nova 2 全网通,1228.00,1700+,//img13.360buyimg.com/n7/jfs/t6721/134/1192617180/374519/f151eaff/594cd53fN11e0f317.jpg,https://item.jd.com/23777079508.html,优爱特手机旗舰店
28998887596,华为（HUAWEI） 荣耀play GT加速游戏,2399.00,5500+,//img11.360buyimg.com/n7/jfs/t22693/353/2469895161/89323/d4322981/5b826785Nd9f019de.jpg,https://item.jd.com/32027812411.html,博海宇通手机旗舰店
5242942,中兴天机 Axon 7s公开版 华尔金 4G+128G 超清双摄 天籁音质 双卡双待全网通4G,1199.00,600+,//img12.360buyimg.com/n7/jfs/t27487/225/1916817645/74798/836b1b51/5bf24c9fNe1b6861b.jpg,https://item.jd.com/5242942.html,中兴手机京东自营官方旗舰店
6737464,华为畅享8 全面屏三卡槽 4GB+64GB 金色 全网通高配版 移动联通电信4G,1199.00,17万+,//img14.360buyimg.com/n7/jfs/t18961/90/1109264753/173069/676b99ad/5abc8d2dNa4cc5eac.jpg,https://item.jd.com/6737464.html,华为京东自营官方旗舰店
6088404,中兴天机 Axon M 黑色 6G+128G 折叠双屏 精彩纷呈 双卡双待全网通4G,2487.00,7600+,//img14.360buyimg.com/n7/jfs/t17803/132/124487986/132096/58e9ea09/5a5dedf2N9134d2f2.jpg,https://item.jd.com/6088404.html,中兴手机京东自营官方旗舰店
27493450925,华为（HUAWEI） 荣耀7x ,908.00,2000+,//img11.360buyimg.com/n7/jfs/t1/9739/38/8241/245043/5c0b6565Ef690d29d/91123bba1b1e81e6.jpg,https://item.jd.com/27493450931.html,博海宇通手机旗舰店
29196113704,小米（MI） 红米6A 老人,514.00,2.7万+,//img14.360buyimg.com/n7/jfs/t21757/198/1106348342/132995/cf9b2ccc/5b2079f9Ncfbf8c6c.jpg,https://item.jd.com/29196113704.html,新松联手机旗舰店
100000098184,OPPO A5 全面屏拍照,1299.00,1.6万+,//img14.360buyimg.com/n7/jfs/t26086/100/1165873052/97669/1f0e1800/5b8ca749Na5b8092a.jpg,https://item.jd.com/100000234079.html,OPPO京东自营官方旗舰店
17250543583,华为（HUAWEI） 畅享7 移动4G+全网通 双卡双待 智能老人,779.00,9100+,//img13.360buyimg.com/n7/jfs/t23914/339/1720696386/278336/39e2141a/5b68093eN668af68a.jpg,https://item.jd.com/17250543588.html,众盛手机专营店
7621213,联想Z5 6GB+64GB 舒曼黑 6.2英寸全面屏双摄 全网通4G,1148.00,11万+,//img13.360buyimg.com/n7/jfs/t22615/93/2155277743/153005/ef373600/5b7673bfN6630f313.jpg,https://item.jd.com/7621213.html?jd_pop=ee5e4862-13c0-42e0-8d22-3508adb7582b&abt=0,
7177012,努比亚（nubia） V18 全面屏 长续航,999.00,1.2万+,//img12.360buyimg.com/n7/jfs/t17869/268/1964718422/97060/34d84e43/5adeefe7Nb79a4c28.jpg,https://item.jd.com/7177012.html,努比亚京东自营旗舰店
100001570996,飞利浦（ PHILIPS）E108 陨石黑 直板按键 移动联通2G 双卡双待 老人,111.00,3.9万+,//img11.360buyimg.com/n7/jfs/t1/2126/4/13105/342949/5bd672e2E0d634602/dbeb5d0c3f17e683.jpg,https://item.jd.com/100001570996.html,飞利浦手机京东自营旗舰店
26668009041,华为（HUAWEI） 畅享8 Plus ,1198.00,5900+,//img11.360buyimg.com/n7/jfs/t1/1311/18/9036/356051/5bab1539Eaeb349e7/20b3b4579400e272.jpg,https://item.jd.com/26668009041.html,聚捷联盛手机旗舰店
34641970467,华为（HUAWEI） 华为Mate20 X ,4999.00,600+,//img12.360buyimg.com/n7/jfs/t27445/112/1267936728/334419/fe47f629/5bc6159eN980999c8.png,https://item.jd.com/34641970467.html,掌视界数码旗舰店
12571286979,锤子（smartisan） 坚果3 全面屏,1228.00,5700+,//img11.360buyimg.com/n7/jfs/t27409/238/101754443/238027/236a4c2f/5b84bde1Nfa350e23.jpg,https://item.jd.com/27281456881.html,佳沪手机旗舰店
28265598067,锤子（smartisan） 坚果R1,2899.00,300+,//img12.360buyimg.com/n7/jfs/t18397/345/2702471342/239421/9ad44bed/5b052241Nbbdd637b.jpg,https://item.jd.com/28265598067.html?jd_pop=bebfd640-491b-4a1a-b427-4f53fb25c4b7&abt=0,
100001243288,三星 Galaxy A6s (SM-G6200) 全面屏 性价比智能,1799.00,4900+,//img13.360buyimg.com/n7/jfs/t1/5076/20/14491/117181/5bdbc3c4E2805293e/d3a3afa0ff067bb8.jpg,https://item.jd.com/100001243288.html,
26660995449,华为（HUAWEI） P20 ,3088.00,2200+,//img10.360buyimg.com/n7/jfs/t27082/250/444684873/334915/1069c04e/5baef98fNdc896235.jpg,https://item.jd.com/26660995455.html,聚捷联盛手机旗舰店
34709341022,OPPO 【3期免息】K1新系列 屏下指纹解锁拍照,1799.00,2.2万+,//img13.360buyimg.com/n7/jfs/t1/1627/2/13250/562967/5bd6d377E895d9ea9/2107c0fe164b1ce6.png,https://item.jd.com/34709341023.html,OPPO官方直营旗舰店
32103000911,OPPO 【6期免息】R17 新品,2999.00,1500+,//img11.360buyimg.com/n7/jfs/t27439/15/91473556/192803/cd10d3fe/5b84b36dN0f3e396f.jpg,https://item.jd.com/32103000911.html,牧申手机旗舰店
26787645059,华为（HUAWEI） P20 ,3388.00,3200+,//img14.360buyimg.com/n7/jfs/t1/8841/5/4826/374632/5bdbf264Ece5439bf/d3882bc1d2c307fb.jpg,https://item.jd.com/28285476064.html,福气多多通信专营店
28287095109,vivo 【直降100】Z1 新一代全面屏 双摄拍照 4G全网通 双卡双待  4G+64G大内存,1298.00,4.1万+,//img10.360buyimg.com/n7/jfs/t30898/268/874444968/241161/d32a29c2/5c015cafNd810dc05.jpg,https://item.jd.com/29712264630.html,vivo官方旗舰店
29959810443,华为（HUAWEI） 华为nova2s 移动4G+全网通 智能,1596.00,1600+,//img14.360buyimg.com/n7/jfs/t23605/108/2103357636/329173/201e27a1/5b74e16cN9c65a18d.jpg,https://item.jd.com/29959810444.html,久汇通官方旗舰店
32124718044,欧奇（OUKI） K10  超长待机智能,3999.00,40+,//img14.360buyimg.com/n7/jfs/t1/5159/30/5678/107975/5ba08f68E898a5daa/0db2b2a7f6051ba5.jpg,https://item.jd.com/32124718044.html?jd_pop=6c5c1ce1-38a1-41da-9be9-8fd103d6dfc0&abt=0,
31868566477,华为（HUAWEI） 荣耀8X ,1899.00,6200+,//img12.360buyimg.com/n7/jfs/t29560/119/23567095/777048/10b8bd82/5be56aa9Nc892045b.png,https://item.jd.com/31868566477.html,牧申手机旗舰店
10485140959,8848 钛金,,6200+,//img14.360buyimg.com/n7/jfs/t27544/42/2485313643/249915/e983a56f/5c02ae93Nd30a0bab.jpg,https://item.jd.com/10485140959.html,8848手机官方旗舰店
28135895775,Apple 苹果 iphone XS ,7808.00,3900+,//img10.360buyimg.com/n7/jfs/t1/1955/30/5738/159308/5ba0a36fEecc57f43/eaefeb63e2d7b940.jpg,https://item.jd.com/28135895775.html,易道手机专营店
